,phrase,label,sentiment,subjectivity,language,count
Krieg und Frieden,Krieg und Frieden,MISC,,,de,2
Frostjahren,Frostjahren,MISC,,,de,2
Idealo,Idealo,MISC,,,de,2
Art on Snow - Kunstwerke aus Schnee und Eis,Art on Snow - Kunstwerke aus Schnee und Eis,MISC,,,de,2
mehr</li><li,mehr</li><li,MISC,,,de,2
Rasant,Rasant,MISC,,,de,2
Sturmtief „Elli,Sturmtief „Elli,MISC,,,de,2
Alpine A110 Baujahr,Alpine A110 Baujahr,MISC,,,de,2
Permafrost-Philipp,Permafrost-Philipp,MISC,,,de,2
Frost im Frühling,Frost im Frühling,MISC,,,de,2
Kalte Luftmassen kühlen,Kalte Luftmassen kühlen,MISC,,,de,2
Wochene,Wochene,MISC,,,de,2
Winter in Norddeutschland,Winter in Norddeutschland,MISC,,,de,2
Wiener,Wiener,MISC,,,de,2
Checkliste Winterurlaub,Checkliste Winterurlaub,MISC,,,de,2
Fernwandern,Fernwandern,MISC,,,de,2
Time & Space,Time & Space,MISC,,,de,2
japanische,japanische,MISC,,,de,2
Smilla,Smilla,MISC,,,de,2
Das Wetter,Das Wetter,MISC,,,de,2
Frostschäden,Frostschäden,MISC,,,de,2
BVG-Warnstreiks,BVG-Warnstreiks,MISC,,,de,2
Was mache ich,Was mache ich,MISC,,,de,2
finnischen,finnischen,MISC,,,de,2
Ein Frost-Shooting,Ein Frost-Shooting,MISC,,,de,2
Pannen-Notruf,Pannen-Notruf,MISC,,,de,2
Frost und eisige Nächte,Frost und eisige Nächte,MISC,,,de,2
Wetterumschwung,Wetterumschwung,MISC,0.0,0.0,de,2
Höchste Zeit,Höchste Zeit,MISC,,,de,2
Ineos,Ineos,MISC,,,de,2
Skifahrenden,Skifahrenden,MISC,,,de,2
Jeden Winter füttert Schnee,Jeden Winter füttert Schnee,MISC,,,de,2
Heckeinstieg,Heckeinstieg,MISC,,,de,2
Null-Grad-Marke,Null-Grad-Marke,MISC,,,de,2
Kärntner Ehepaar,Kärntner Ehepaar,MISC,,,de,2
Weltcup,Weltcup,MISC,,,de,2
Temperat,Temperat,MISC,,,de,2
Airstrait,Airstrait,MISC,,,de,2
Karibik-Star Orlando Bloom,Karibik-Star Orlando Bloom,MISC,,,de,2
"Lesen Sie jetzt „Sturmtief ""Elli","Lesen Sie jetzt „Sturmtief ""Elli",MISC,,,de,2
argentinischen,argentinischen,MISC,,,de,2
Winter in Deutschland,Winter in Deutschland,MISC,,,de,2
Lesen Sie jetzt „Frost und Nebel,Lesen Sie jetzt „Frost und Nebel,MISC,,,de,2
emotionsloseste Heiratsantrag ever –,emotionsloseste Heiratsantrag ever –,MISC,,,de,2
Streusalz-Verbot,Streusalz-Verbot,MISC,,,de,2
Lesen Sie jetzt „Sturmtief,Lesen Sie jetzt „Sturmtief,MISC,,,de,2
Polize,Polize,MISC,,,de,2
"Harry Potter""-Serie:","Harry Potter""-Serie:",MISC,,,de,2
Starke Spätfröste,Starke Spätfröste,MISC,,,de,2
Neue Leaks,Neue Leaks,MISC,,,de,2
Google Pixel 10,Google Pixel 10,MISC,,,de,2
Glatteis und frostige Nächte,Glatteis und frostige Nächte,MISC,,,de,2
Lesen Sie jetzt „Glätte und Schnee,Lesen Sie jetzt „Glätte und Schnee,MISC,,,de,2
Lesen Sie jetzt „Starker Schneefall,Lesen Sie jetzt „Starker Schneefall,MISC,,,de,2
Trocken und frühlingshaft am Tag,Trocken und frühlingshaft am Tag,MISC,,,de,2
polnischer,polnischer,MISC,,,de,2
A…,A…,MISC,0.0,0.0,de,2
Turbulenter Start,Turbulenter Start,MISC,,,de,2
Deutsche Hoffnungsschimmer,Deutsche Hoffnungsschimmer,MISC,,,de,2
Die Medienveranstaltung,Die Medienveranstaltung,MISC,,,de,2
Ein heftiger Wintersturm,Ein heftiger Wintersturm,MISC,,,de,2
Wettervorhersage: Schneefall,Wettervorhersage: Schneefall,MISC,,,de,2
Lande-Kapazitäten,Lande-Kapazitäten,MISC,,,de,2
Lesen Sie jetzt „Winterdienst,Lesen Sie jetzt „Winterdienst,MISC,,,de,2
Das große Chaos,Das große Chaos,MISC,,,de,2
Lesen Sie jetzt „Milder Wochenstart,Lesen Sie jetzt „Milder Wochenstart,MISC,,,de,2
A44,A44,MISC,,,de,2
Skier,Skier,MISC,,,de,2
Schneefall,Schneefall,MISC,0.0,0.0,de,2
Mal frühlingshaft,Mal frühlingshaft,MISC,,,de,2
Schneefall und frostige Temperaturen,Schneefall und frostige Temperaturen,MISC,,,de,2
Das winterliche Wetter,Das winterliche Wetter,MISC,,,de,2
Schnee und Blitzeis,Schnee und Blitzeis,MISC,,,de,2
Abarth 500e,Abarth 500e,MISC,,,de,2
Lesen Sie jetzt „Glätteunfall,Lesen Sie jetzt „Glätteunfall,MISC,,,de,2
Sonniges Winterwetter mit Frost,Sonniges Winterwetter mit Frost,MISC,,,de,2
Vereiste Straßen,Vereiste Straßen,MISC,,,de,2
Poliz…,Poliz…,MISC,,,de,2
Leichtsinn beim Bergsteigen,Leichtsinn beim Bergsteigen,MISC,,,de,2
Bei Eis und Schnee,Bei Eis und Schnee,MISC,,,de,2
Lesen Sie jetzt „Ruhiges Wetter mit Frost,Lesen Sie jetzt „Ruhiges Wetter mit Frost,MISC,,,de,2
Wo am Sonntag Glatteis,Wo am Sonntag Glatteis,MISC,,,de,2
Kalte Front,Kalte Front,MISC,,,de,2
Glatteis-Kollision,Glatteis-Kollision,MISC,,,de,2
Der Wind,Der Wind,MISC,,,de,2
Lesen Sie jetzt „Bus,Lesen Sie jetzt „Bus,MISC,,,de,2
Wiedervereinigung,Wiedervereinigung,MISC,,,de,2
Sprinterfahrer,Sprinterfahrer,MISC,,,de,2
Lesen Sie jetzt „Glatteis und Schnee,Lesen Sie jetzt „Glatteis und Schnee,MISC,,,de,2
Lesen Sie jetzt „Glatteis in Hessen,Lesen Sie jetzt „Glatteis in Hessen,MISC,,,de,2
Mittwoch frühlingshaft,Mittwoch frühlingshaft,MISC,,,de,2
Nach klirrender Kälte,Nach klirrender Kälte,MISC,,,de,2
Nacht auf Samstag,Nacht auf Samstag,MISC,,,de,2
Lesen Sie jetzt „Viele Unfälle,Lesen Sie jetzt „Viele Unfälle,MISC,,,de,2
Frostpunk 2,Frostpunk 2,MISC,,,de,2
Frostiges Paradies in Gefahr,Frostiges Paradies in Gefahr,MISC,,,de,2
Lesen Sie jetzt „Auto,Lesen Sie jetzt „Auto,MISC,,,de,2
Wintersport-Alternativen,Wintersport-Alternativen,MISC,,,de,2
Leise rieselt’s,Leise rieselt’s,MISC,,,de,2
"All Mountain""-Ski","All Mountain""-Ski",MISC,,,de,2
Lesen Sie jetzt „Weiter Glätte,Lesen Sie jetzt „Weiter Glätte,MISC,,,de,2
Der große Schnee,Der große Schnee,MISC,,,de,2
Wenn's schneit,Wenn's schneit,MISC,,,de,2
hessische,hessische,MISC,,,de,2
Klassik Radio Selectstatt,Klassik Radio Selectstatt,MISC,,,de,2
Weihnachtswoche,Weihnachtswoche,MISC,,,de,2
amerikanisches,amerikanisches,MISC,,,de,2
Bestel,Bestel,MISC,,,de,2
Lesen Sie jetzt „Wintereinbruch im Norden,Lesen Sie jetzt „Wintereinbruch im Norden,MISC,,,de,2
Lesen Sie jetzt „Eisige Temperaturen,Lesen Sie jetzt „Eisige Temperaturen,MISC,,,de,2
Link,Link,MISC,,,de,2
Feiertagen frostig-kalt,Feiertagen frostig-kalt,MISC,,,de,2
Erster Schnee,Erster Schnee,MISC,,,de,2
Lets Dance,Lets Dance,MISC,,,de,2
Top-Bedingungen,Top-Bedingungen,MISC,,,de,2
Lesen Sie jetzt „Autofahrer,Lesen Sie jetzt „Autofahrer,MISC,,,de,2
Lesen Sie jetzt „Schnee und Glatteis,Lesen Sie jetzt „Schnee und Glatteis,MISC,,,de,2
Nacht zu Sonntag,Nacht zu Sonntag,MISC,,,de,2
Frost am Wochenende – Schnee,Frost am Wochenende – Schnee,MISC,,,de,2
Star-Influencerin,Star-Influencerin,MISC,,,de,2
Autofahrer am Sonntag,Autofahrer am Sonntag,MISC,,,de,2
Hagrid,Hagrid,MISC,,,de,2
Tulpenangebot dieses Jahr,Tulpenangebot dieses Jahr,MISC,,,de,2
Karnevals-Auftakt,Karnevals-Auftakt,MISC,,,de,2
Ei…,Ei…,MISC,,,de,2
Lesen Sie jetzt „Eisige Nächte,Lesen Sie jetzt „Eisige Nächte,MISC,,,de,2
Fünf Unfälle,Fünf Unfälle,MISC,,,de,2
Vierschanzentournee,Vierschanzentournee,MISC,,,de,2
Lesen Sie jetzt „Wintereinbruch,Lesen Sie jetzt „Wintereinbruch,MISC,,,de,2
Frost und Schnee,Frost und Schnee,MISC,,,de,2
Das frostige Winterwetter,Das frostige Winterwetter,MISC,,,de,2
Norwegens Wunderläufer,Norwegens Wunderläufer,MISC,,,de,2
Alten,Alten,MISC,,,de,2
Loipen-Kilometer,Loipen-Kilometer,MISC,,,de,2
Schulwege,Schulwege,MISC,,,de,2
Ak­ti­vis­t*in­nen,Ak­ti­vis­t*in­nen,MISC,,,de,2
Klimawandel</li><li,Klimawandel</li><li,MISC,,,de,2
Wer am Morgen aus dem Fenster,Wer am Morgen aus dem Fenster,MISC,,,de,2
Glätte-Warnung,Glätte-Warnung,MISC,-0.7,0.0,de,2
Lesen Sie jetzt „Schulen,Lesen Sie jetzt „Schulen,MISC,,,de,2
Lesen Sie jetzt „Unwetterwarnung,Lesen Sie jetzt „Unwetterwarnung,MISC,,,de,2
Der Lebensraum des,Der Lebensraum des,MISC,,,de,2
Morgens erster Frost,Morgens erster Frost,MISC,,,de,2
Fünf-Minuten-Weg,Fünf-Minuten-Weg,MISC,,,de,2
Nebel und Frost,Nebel und Frost,MISC,,,de,2
Winternotprogramms,Winternotprogramms,MISC,0.0,0.0,de,2
Nasa-Studie,Nasa-Studie,MISC,,,de,2
Das Wetter in,Das Wetter in,MISC,,,de,2
Nordischen Skiweltmeisterschaften,Nordischen Skiweltmeisterschaften,MISC,,,de,2
Nacht des bisherigen Winters,Nacht des bisherigen Winters,MISC,,,de,2
Lesen Sie jetzt „Kaum Unfälle,Lesen Sie jetzt „Kaum Unfälle,MISC,,,de,2
Leitstelle,Leitstelle,MISC,,,de,2
nordischen Ski-WM,nordischen Ski-WM,MISC,,,de,2
Fünf Jahre nach dem,Fünf Jahre nach dem,MISC,,,de,2
französischer,französischer,MISC,,,de,2
norwegischen,norwegischen,MISC,,,de,2
We…,We…,MISC,,,de,2
Wintersonntag,Wintersonntag,MISC,,,de,2
GEOlino,GEOlino,MISC,,,de,2
Glatteis-Unfall,Glatteis-Unfall,MISC,0.13999999999999999,0.0,de,2
Lesen Sie jetzt „Dauerfrost,Lesen Sie jetzt „Dauerfrost,MISC,,,de,2
Frost in der Nacht,Frost in der Nacht,MISC,,,de,2
Glatteis-Einsätze,Glatteis-Einsätze,MISC,,,de,2
Ski-WM in Trondheim,Ski-WM in Trondheim,MISC,,,de,2
Cool Running,Cool Running,MISC,,,de,2
Mehr …,Mehr …,MISC,,,de,2
Lawinenunglück:,Lawinenunglück:,MISC,,,de,2
frühlingshaft,frühlingshaft,MISC,,,de,2
Lesen Sie jetzt „Sonnige Tage und frostige Nächte,Lesen Sie jetzt „Sonnige Tage und frostige Nächte,MISC,,,de,2
Sonne und Frost,Sonne und Frost,MISC,,,de,2
Sturm und Glätte,Sturm und Glätte,MISC,,,de,2
Lesen Sie jetzt „Mehrere Glätteunfälle,Lesen Sie jetzt „Mehrere Glätteunfälle,MISC,,,de,2
Lawinenunglück,Lawinenunglück,MISC,,,de,2
Xiaomi Router BE5000,Xiaomi Router BE5000,MISC,,,de,2
ePaper,ePaper,MISC,,,de,2
NRW-Wetter,NRW-Wetter,MISC,,,de,2
Notengleichheit,Notengleichheit,MISC,,,de,2
Die Kälte,Die Kälte,MISC,,,de,2
Bomben-Zyklonen,Bomben-Zyklonen,MISC,,,de,2
Frostig,Frostig,MISC,0.0,0.0,de,2
EQC,EQC,MISC,,,de,2
Glatte Straßen,Glatte Straßen,MISC,0.027450980392156862,0.0,de,2
Der plötzliche Sturm,Der plötzliche Sturm,MISC,,,de,2
Die kalte Jahreszeit,Die kalte Jahreszeit,MISC,,,de,2
Nachtfrost und Nässe,Nachtfrost und Nässe,MISC,,,de,2
Der große Schneefall,Der große Schneefall,MISC,,,de,2
Kalte Jahreszeit,Kalte Jahreszeit,MISC,,,de,2
Snow-Volleyball,Snow-Volleyball,MISC,,,de,2
Lesen Sie jetzt „Trübe Aussichten,Lesen Sie jetzt „Trübe Aussichten,MISC,,,de,2
Alpiner Weltcup,Alpiner Weltcup,MISC,,,de,2
Überall im Land,Überall im Land,MISC,,,de,2
Ein Linienbus,Ein Linienbus,MISC,,,de,2
So schön die weiße Pracht,So schön die weiße Pracht,MISC,,,de,2
His house is in the village,His house is in the village,MISC,,,de,1
Durchschnittstemperatu,Durchschnittstemperatu,MISC,,,de,1
Frost statt Flocken,Frost statt Flocken,MISC,,,de,1
Wi-Fi 7,Wi-Fi 7,MISC,,,de,1
Die Wüste,Die Wüste,MISC,,,de,1
Whose woods these are I think I,Whose woods these are I think I,MISC,,,de,1
